x y s dx dy
2001.49 2998.43 3318.03 -0.0487417 0.998811
2000.53 2998.38 3318.99 -0.0522164 0.998636
1999.58 2998.33 3319.95 -0.0565989 0.998397
1998.62 2998.28 3320.91 -0.0618887 0.998083
1997.66 2998.22 3321.87 -0.0678663 0.997694
1996.7 2998.15 3322.83 -0.0733506 0.997306
1995.74 2998.08 3323.79 -0.077945 0.996958
1994.79 2998.01 3324.75 -0.0816503 0.996661
1993.83 2997.93 3325.71 -0.0844672 0.996426
1992.87 2997.85 3326.67 -0.0863966 0.996261
1991.91 2997.77 3327.63 -0.0874392 0.99617
1990.96 2997.68 3328.6 -0.0875952 0.996156
1990 2997.6 3329.56 -0.0868648 0.99622
1989.04 2997.51 3330.52 -0.0854643 0.996341
1988.09 2997.43 3331.48 -0.0840921 0.996458
1987.13 2997.35 3332.44 -0.0828888 0.996559
1986.17 2997.27 3333.4 -0.0818544 0.996644
1985.22 2997.19 3334.36 -0.080989 0.996715
1984.26 2997.11 3335.32 -0.0802927 0.996771
1983.3 2997.04 3336.28 -0.0797655 0.996814
1982.35 2996.96 3337.24 -0.0794074 0.996842
1981.39 2996.89 3338.2 -0.0792186 0.996857
1980.43 2996.81 3339.16 -0.0792119 0.996858
1979.47 2996.73 3340.12 -0.079413 0.996842
1978.52 2996.66 3341.08 -0.0798246 0.996809
1977.56 2996.58 3342.04 -0.0804469 0.996759
1976.6 2996.5 3343 -0.0812798 0.996691
1975.64 2996.42 3343.96 -0.0823232 0.996606
1974.69 2996.35 3344.92 -0.083577 0.996501
1973.73 2996.27 3345.88 -0.0850411 0.996377
1972.77 2996.18 3346.84 -0.0867007 0.996234
1971.82 2996.1 3347.8 -0.0880365 0.996117
1970.86 2996.02 3348.76 -0.088402 0.996085
1969.9 2995.93 3349.72 -0.0877568 0.996142
1968.95 2995.85 3350.68 -0.0861006 0.996286
1967.99 2995.76 3351.64 -0.0834329 0.996513
1967.03 2995.68 3352.6 -0.0797525 0.996815
1966.08 2995.61 3353.56 -0.0750584 0.997179
1965.12 2995.54 3354.52 -0.0693493 0.997592
1964.16 2995.47 3355.48 -0.0626919 0.998033
1963.2 2995.41 3356.44 -0.0561462 0.998423
1962.24 2995.35 3357.4 -0.0505562 0.998721
1961.28 2995.31 3358.36 -0.0459462 0.998944
1960.33 2995.26 3359.32 -0.0423167 0.999104
1959.37 2995.22 3360.29 -0.039668 0.999213
1958.41 2995.18 3361.25 -0.0380001 0.999278
1957.45 2995.15 3362.21 -0.037313 0.999304
1956.49 2995.11 3363.17 -0.0376067 0.999293
1955.53 2995.07 3364.13 -0.0388529 0.999245
1954.57 2995.04 3365.09 -0.0404803 0.99918
1953.61 2995 3366.05 -0.0419582 0.999119
1952.65 2994.96 3367.01 -0.0432663 0.999064
1951.69 2994.92 3367.97 -0.0444048 0.999014
1950.73 2994.87 3368.93 -0.0453736 0.99897
1949.77 2994.83 3369.89 -0.0461727 0.998933
1948.81 2994.79 3370.85 -0.0468021 0.998904
1947.85 2994.74 3371.81 -0.0472618 0.998883
1946.89 2994.7 3372.77 -0.0475496 0.998869
1945.93 2994.65 3373.73 -0.0476046 0.998866
1944.97 2994.6 3374.69 -0.0473609 0.998878
1944.02 2994.56 3375.65 -0.0468153 0.998904
1943.06 2994.51 3376.61 -0.0459675 0.998943
1942.1 2994.47 3377.57 -0.0448178 0.998995
1941.14 2994.43 3378.53 -0.043366 0.999059
1940.18 2994.39 3379.49 -0.0416122 0.999134
1939.22 2994.35 3380.45 -0.0395564 0.999217
1938.26 2994.31 3381.41 -0.0372178 0.999307
1937.3 2994.27 3382.37 -0.0353024 0.999377
1936.34 2994.24 3383.33 -0.0347067 0.999398
1935.38 2994.2 3384.29 -0.0354887 0.99937
1934.42 2994.17 3385.25 -0.0376483 0.999291
1933.46 2994.13 3386.21 -0.0411859 0.999152
1932.5 2994.09 3387.18 -0.0461015 0.998937
1931.54 2994.05 3388.14 -0.0523948 0.998626
1930.58 2994 3389.1 -0.0600648 0.998194
1929.62 2993.94 3390.06 -0.0690881 0.997611
1928.67 2993.88 3391.02 -0.0783347 0.996927
1927.71 2993.8 3391.98 -0.086129 0.996284
1926.75 2993.72 3392.94 -0.0923374 0.995728
1925.8 2993.63 3393.9 -0.0969629 0.995288
1924.84 2993.54 3394.86 -0.100008 0.994987
1923.88 2993.44 3395.82 -0.101476 0.994838
1922.93 2993.34 3396.78 -0.101367 0.994849
1921.97 2993.25 3397.74 -0.0996888 0.995019
1921.02 2993.15 3398.7 -0.09713 0.995272
1920.06 2993.06 3399.66 -0.0949642 0.995481
1919.11 2992.96 3400.62 -0.093329 0.995635
1918.15 2992.88 3401.58 -0.0922248 0.995738
1917.19 2992.79 3402.54 -0.091652 0.995791
1916.24 2992.7 3403.5 -0.0916106 0.995795
1915.28 2992.61 3404.46 -0.0921006 0.99575
1914.33 2992.52 3405.42 -0.0931208 0.995655
1913.37 2992.43 3406.38 -0.0943736 0.995537
1912.41 2992.34 3407.34 -0.0951751 0.995461
1911.46 2992.25 3408.3 -0.0954296 0.995436
1910.5 2992.16 3409.26 -0.0951373 0.995464
1909.55 2992.07 3410.22 -0.0942981 0.995544
1908.59 2991.98 3411.18 -0.0929119 0.995674
1907.63 2991.89 3412.14 -0.0909787 0.995853
1906.68 2991.8 3413.1 -0.0884988 0.996076
1905.72 2991.72 3414.06 -0.085972 0.996298
1904.76 2991.63 3415.02 -0.0848426 0.996394
1903.81 2991.55 3415.98 -0.08537 0.996349
1902.85 2991.47 3416.94 -0.0875541 0.99616
1901.89 2991.39 3417.91 -0.0913948 0.995815
1900.94 2991.3 3418.87 -0.0968912 0.995295
1899.98 2991.2 3419.83 -0.104041 0.994573
1899.03 2991.1 3420.79 -0.112842 0.993613
1898.07 2991 3421.75 -0.122708 0.992443
1897.12 2990.88 3422.71 -0.131522 0.991313
1896.17 2990.75 3423.67 -0.138802 0.99032
1895.22 2990.62 3424.63 -0.144553 0.989497
1894.27 2990.48 3425.59 -0.14878 0.98887
1893.32 2990.34 3426.55 -0.151486 0.988459
1892.37 2990.19 3427.51 -0.152674 0.988277
1891.42 2990.05 3428.47 -0.152345 0.988327
1890.47 2989.9 3429.43 -0.150508 0.988609
1889.52 2989.75 3430.39 -0.14785 0.98901
1888.57 2989.61 3431.35 -0.14556 0.989349
1887.62 2989.47 3432.31 -0.143756 0.989613
1886.67 2989.33 3433.27 -0.142439 0.989804
1885.72 2989.2 3434.23 -0.141609 0.989923
1884.77 2989.06 3435.19 -0.141266 0.989972
1883.82 2988.93 3436.15 -0.14141 0.989951
1882.87 2988.79 3437.11 -0.142042 0.989861
1881.92 2988.65 3438.07 -0.143135 0.989703
1880.96 2988.52 3439.03 -0.144216 0.989546
1880.01 2988.38 3439.99 -0.144881 0.989449
1879.06 2988.24 3440.95 -0.145118 0.989414
1878.11 2988.1 3441.91 -0.144925 0.989443
1877.16 2987.96 3442.87 -0.144304 0.989533
1876.21 2987.82 3443.83 -0.143253 0.989686
1875.26 2987.68 3444.79 -0.141773 0.989899
1874.31 2987.55 3445.75 -0.139863 0.990171
1873.36 2987.41 3446.71 -0.137678 0.990477
1872.41 2987.28 3447.67 -0.136275 0.990671
1871.46 2987.15 3448.63 -0.1361 0.990695
1870.51 2987.02 3449.6 -0.137155 0.99055
1869.56 2986.89 3450.56 -0.13944 0.99023
1868.61 2986.75 3451.52 -0.142954 0.989729
1867.66 2986.62 3452.48 -0.147695 0.989033
1866.71 2986.48 3453.44 -0.153661 0.988124
1865.76 2986.33 3454.4 -0.160849 0.986979
1864.81 2986.17 3455.36 -0.168752 0.985658
1863.86 2986.01 3456.32 -0.175819 0.984422
1862.92 2985.84 3457.28 -0.181755 0.983344
1861.97 2985.67 3458.24 -0.186562 0.982443
1861.03 2985.49 3459.2 -0.190245 0.981737
1860.09 2985.31 3460.16 -0.192807 0.981237
1859.14 2985.12 3461.12 -0.194248 0.980952
1858.2 2984.93 3462.08 -0.194572 0.980888
1857.26 2984.75 3463.04 -0.193777 0.981046
1856.32 2984.56 3464 -0.192043 0.981387
1855.38 2984.38 3464.96 -0.19023 0.98174
1854.43 2984.19 3465.92 -0.188598 0.982054
1853.49 2984.01 3466.88 -0.187148 0.982332
1852.55 2983.83 3467.84 -0.18588 0.982572
1851.6 2983.65 3468.8 -0.184795 0.982777
1850.66 2983.48 3469.76 -0.183892 0.982947
1849.72 2983.3 3470.72 -0.183171 0.983081
1848.77 2983.12 3471.68 -0.182632 0.983181
1847.83 2982.95 3472.64 -0.182294 0.983244
1846.88 2982.77 3473.6 -0.182285 0.983246
1845.94 2982.6 3474.56 -0.182666 0.983175
1844.99 2982.42 3475.52 -0.183438 0.983031
1844.05 2982.25 3476.48 -0.1846 0.982814
1843.11 2982.07 3477.44 -0.186153 0.982521
1842.16 2981.89 3478.4 -0.188094 0.982151
1841.22 2981.71 3479.36 -0.190425 0.981702
1840.28 2981.53 3480.32 -0.193143 0.981171
1839.34 2981.34 3481.29 -0.196155 0.980573
1838.39 2981.15 3482.25 -0.198271 0.980147
1837.45 2980.96 3483.21 -0.198664 0.980068
1836.51 2980.77 3484.17 -0.197321 0.980339
1835.57 2980.58 3485.13 -0.194238 0.980954
1834.63 2980.4 3486.09 -0.189411 0.981898
1833.68 2980.21 3487.05 -0.182833 0.983144
1832.74 2980.04 3488.01 -0.174495 0.984658
1831.79 2979.87 3488.97 -0.16439 0.986395
1830.85 2979.71 3489.93 -0.152576 0.988292
1829.9 2979.57 3490.89 -0.140663 0.990057
1828.95 2979.43 3491.85 -0.130315 0.991473
1828 2979.31 3492.81 -0.121616 0.992577
1827.04 2979.19 3493.77 -0.114571 0.993415
1826.09 2979.08 3494.73 -0.109183 0.994022
1825.13 2978.98 3495.69 -0.105454 0.994424
1824.18 2978.87 3496.65 -0.103385 0.994641
1823.22 2978.78 3497.61 -0.102976 0.994684
1822.27 2978.68 3498.57 -0.104226 0.994554
1821.31 2978.58 3499.53 -0.107051 0.994254
1820.36 2978.47 3500.49 -0.110266 0.993902
1819.4 2978.37 3501.45 -0.113008 0.993594
1818.45 2978.26 3502.41 -0.115258 0.993336
1817.49 2978.15 3503.38 -0.117015 0.99313
1816.54 2978.04 3504.34 -0.118279 0.99298
1815.59 2977.92 3505.3 -0.11905 0.992888
1814.63 2977.81 3506.26 -0.119329 0.992855
1813.68 2977.69 3507.22 -0.119116 0.99288
1812.73 2977.58 3508.18 -0.11841 0.992965
1811.77 2977.47 3509.14 -0.117268 0.9931
1810.82 2977.35 3510.1 -0.116181 0.993228
1809.87 2977.24 3511.06 -0.115403 0.993319
1808.91 2977.13 3512.02 -0.114936 0.993373
1807.96 2977.02 3512.98 -0.114781 0.993391
1807 2976.91 3513.94 -0.114936 0.993373
1806.05 2976.8 3514.9 -0.115402 0.993319
1805.1 2976.69 3515.86 -0.11618 0.993228
1804.14 2976.58 3516.82 -0.117268 0.9931
1803.19 2976.46 3517.78 -0.118667 0.992934
1802.23 2976.35 3518.74 -0.120257 0.992743
1801.28 2976.23 3519.7 -0.121344 0.992611
1800.33 2976.12 3520.66 -0.12168 0.992569
1799.37 2976 3521.62 -0.121264 0.99262
1798.42 2975.89 3522.58 -0.120098 0.992762
1797.47 2975.77 3523.54 -0.11818 0.992992
1796.51 2975.66 3524.5 -0.115509 0.993306
1795.56 2975.55 3525.46 -0.112085 0.993699
1794.61 2975.44 3526.42 -0.107907 0.994161
1793.65 2975.33 3527.38 -0.102974 0.994684
1792.7 2975.24 3528.34 -0.0975295 0.995233
1791.74 2975.14 3529.3 -0.0925262 0.99571
1790.79 2975.05 3530.26 -0.0881981 0.996103
1789.83 2974.97 3531.22 -0.0845461 0.99642
1788.87 2974.89 3532.18 -0.0815707 0.996668
1787.92 2974.81 3533.14 -0.0792724 0.996853
1786.96 2974.73 3534.1 -0.0776513 0.996981
1786 2974.66 3535.06 -0.0767075 0.997054
1785.04 2974.58 3536.02 -0.0764412 0.997074
1784.09 2974.51 3536.99 -0.0768524 0.997042
1783.13 2974.44 3537.95 -0.0779208 0.99696
1782.17 2974.36 3538.91 -0.0792451 0.996855
1781.21 2974.29 3539.87 -0.0804553 0.996758
1780.26 2974.21 3540.83 -0.0815377 0.99667
1779.3 2974.13 3541.79 -0.0824923 0.996592
1778.34 2974.05 3542.75 -0.0833191 0.996523
1777.38 2973.97 3543.71 -0.0840182 0.996464
1776.43 2973.89 3544.67 -0.0845894 0.996416
1775.47 2973.81 3545.63 -0.0850329 0.996378
1774.51 2973.73 3546.59 -0.0853486 0.996351
1773.56 2973.65 3547.55 -0.0855366 0.996335
1772.6 2973.56 3548.51 -0.0855894 0.99633
1771.64 2973.48 3549.47 -0.0854813 0.99634
1770.69 2973.4 3550.43 -0.0852069 0.996363
1769.73 2973.32 3551.39 -0.0847664 0.996401
1768.77 2973.24 3552.35 -0.0841595 0.996452
1767.82 2973.16 3553.31 -0.0833864 0.996517
1766.86 2973.08 3554.27 -0.082447 0.996595
1765.9 2973 3555.23 -0.0813413 0.996686
1764.95 2972.92 3556.19 -0.0800692 0.996789
1763.99 2972.84 3557.15 -0.0786308 0.996904
1763.03 2972.77 3558.11 -0.0770569 0.997027
1762.07 2972.69 3559.07 -0.075852 0.997119
1761.12 2972.62 3560.03 -0.0754281 0.997151
1760.16 2972.55 3560.99 -0.0757972 0.997123
1759.2 2972.47 3561.95 -0.0769593 0.997034
1758.24 2972.4 3562.91 -0.0789143 0.996881
1757.28 2972.32 3563.87 -0.081662 0.99666
1756.33 2972.25 3564.83 -0.0852021 0.996364
1755.37 2972.16 3565.8 -0.0895341 0.995984
1754.41 2972.08 3566.76 -0.0946572 0.99551
1753.46 2971.99 3567.72 -0.10057 0.99493
1752.5 2971.89 3568.68 -0.106895 0.99427
1751.55 2971.79 3569.64 -0.11252 0.993649
1750.59 2971.68 3570.6 -0.117243 0.993103
1749.64 2971.57 3571.56 -0.121064 0.992645
1748.69 2971.45 3572.52 -0.123985 0.992284
1747.74 2971.33 3573.48 -0.126006 0.992029
1746.78 2971.21 3574.44 -0.12713 0.991886
1745.83 2971.09 3575.4 -0.127356 0.991857
1744.88 2970.97 3576.36 -0.126685 0.991943
1743.92 2970.84 3577.32 -0.125167 0.992136
1742.97 2970.72 3578.28 -0.123472 0.992348
1742.02 2970.61 3579.24 -0.122072 0.992521
1741.07 2970.49 3580.2 -0.120977 0.992655
1740.11 2970.37 3581.16 -0.120187 0.992751
1739.16 2970.26 3582.12 -0.119703 0.99281
1738.21 2970.14 3583.08 -0.119524 0.992831
1737.25 2970.03 3584.04 -0.119651 0.992816
1736.3 2969.91 3585 -0.120084 0.992764
1735.35 2969.8 3585.96 -0.120821 0.992674
1734.39 2969.68 3586.92 -0.121699 0.992567
1733.44 2969.56 3587.88 -0.122315 0.992491
1732.49 2969.45 3588.84 -0.122607 0.992455
1731.53 2969.33 3589.8 -0.122575 0.992459
1730.58 2969.21 3590.76 -0.12222 0.992503
1729.63 2969.09 3591.72 -0.121541 0.992586
1728.67 2968.98 3592.68 -0.120538 0.992709
1727.72 2968.86 3593.64 -0.119211 0.992869
1726.77 2968.75 3594.6 -0.117561 0.993066
1725.81 2968.63 3595.56 -0.115661 0.993289
1724.86 2968.52 3596.52 -0.114286 0.993448
1723.9 2968.41 3597.49 -0.113893 0.993493
1722.95 2968.3 3598.45 -0.114491 0.993424
1722 2968.19 3599.41 -0.116078 0.99324
1721.04 2968.08 3600.37 -0.118654 0.992936
1720.09 2967.97 3601.33 -0.122218 0.992503
1719.14 2967.85 3602.29 -0.12677 0.991932
1718.18 2967.73 3603.25 -0.132308 0.991209
1717.23 2967.6 3604.21 -0.138825 0.990317
1716.28 2967.47 3605.17 -0.145739 0.989323
1715.33 2967.33 3606.13 -0.151858 0.988402
1714.38 2967.18 3607.09 -0.157038 0.987593
1713.43 2967.03 3608.05 -0.161281 0.986908
1712.49 2966.88 3609.01 -0.16459 0.986362
1711.54 2966.72 3609.97 -0.166967 0.985963
1710.59 2966.56 3610.93 -0.168412 0.985717
1709.65 2966.4 3611.89 -0.168927 0.985629
1708.7 2966.23 3612.85 -0.168512 0.9857
1707.75 2966.07 3613.81 -0.167178 0.985927
1706.8 2965.91 3614.77 -0.165402 0.986226
1705.86 2965.75 3615.73 -0.163817 0.986491
1704.91 2965.6 3616.69 -0.162467 0.986714
1703.96 2965.44 3617.65 -0.161353 0.986897
1703.02 2965.29 3618.61 -0.160474 0.98704
1702.07 2965.13 3619.57 -0.159832 0.987144
1701.12 2964.98 3620.53 -0.159426 0.98721
1700.17 2964.82 3621.49 -0.159256 0.987237
1699.22 2964.67 3622.45 -0.159322 0.987227
1698.28 2964.52 3623.41 -0.159617 0.987179
1697.33 2964.37 3624.37 -0.160014 0.987115
1696.38 2964.21 3625.33 -0.160402 0.987052
1695.43 2964.06 3626.29 -0.160778 0.986991
1694.48 2963.9 3627.25 -0.161141 0.986931
1693.54 2963.75 3628.21 -0.161491 0.986874
1692.59 2963.59 3629.18 -0.161828 0.986819
1691.64 2963.44 3630.14 -0.162153 0.986766
1690.69 2963.28 3631.1 -0.162465 0.986714
1689.75 2963.13 3632.06 -0.162764 0.986665
1688.8 2962.97 3633.02 -0.163041 0.986619
1687.85 2962.81 3633.98 -0.163191 0.986594
1686.9 2962.66 3634.94 -0.163157 0.9866
1685.96 2962.5 3635.9 -0.162938 0.986636
1685.01 2962.34 3636.86 -0.162533 0.986703
1684.06 2962.19 3637.82 -0.161943 0.9868
1683.11 2962.03 3638.78 -0.161168 0.986927
1682.17 2961.88 3639.74 -0.160207 0.987083
1681.22 2961.72 3640.7 -0.159061 0.987269
1680.27 2961.57 3641.66 -0.157729 0.987482
1679.32 2961.42 3642.62 -0.156257 0.987716
1678.37 2961.27 3643.58 -0.154913 0.987928
1677.42 2961.12 3644.54 -0.153795 0.988103
1676.48 2960.97 3645.5 -0.152903 0.988241
1675.53 2960.83 3646.46 -0.152238 0.988344
1674.58 2960.68 3647.42 -0.151799 0.988411
1673.63 2960.53 3648.38 -0.151587 0.988444
1672.68 2960.39 3649.34 -0.151602 0.988442
1671.73 2960.24 3650.3 -0.151843 0.988405
1670.78 2960.1 3651.26 -0.152292 0.988335
1669.83 2959.95 3652.22 -0.152745 0.988266
1668.88 2959.8 3653.18 -0.153074 0.988215
1667.93 2959.66 3654.14 -0.153277 0.988183
1666.98 2959.51 3655.1 -0.153353 0.988171
1666.04 2959.36 3656.06 -0.153303 0.988179
1665.09 2959.22 3657.02 -0.153127 0.988207
1664.14 2959.07 3657.98 -0.152825 0.988253
1663.19 2958.92 3658.94 -0.152396 0.988319
1662.24 2958.78 3659.9 -0.151849 0.988404
1661.29 2958.63 3660.87 -0.151374 0.988477
1660.34 2958.48 3661.83 -0.151167 0.988508
1659.39 2958.34 3662.79 -0.151239 0.988497
1658.44 2958.19 3663.75 -0.151588 0.988444
1657.49 2958.05 3664.71 -0.152216 0.988347
1656.54 2957.9 3665.67 -0.153123 0.988207
1655.6 2957.75 3666.63 -0.154307 0.988023
1654.65 2957.61 3667.59 -0.155769 0.987794
1653.7 2957.46 3668.55 -0.157503 0.987519
1652.75 2957.31 3669.51 -0.159077 0.987266
1651.8 2957.15 3670.47 -0.15974 0.987159
1650.85 2957 3671.43 -0.159419 0.987211
1649.9 2956.85 3672.39 -0.158112 0.987421
1648.96 2956.69 3673.35 -0.155819 0.987786
1648.01 2956.55 3674.31 -0.152538 0.988298
1647.06 2956.4 3675.27 -0.148268 0.988947
1646.11 2956.26 3676.23 -0.143006 0.989722
1645.16 2956.12 3677.19 -0.13675 0.990606
1644.21 2955.99 3678.15 -0.129882 0.99153
1643.26 2955.86 3679.11 -0.12355 0.992338
1642.3 2955.74 3680.07 -0.117973 0.993017
1641.35 2955.63 3681.03 -0.113152 0.993578
1640.4 2955.52 3681.99 -0.109088 0.994032
1639.44 2955.42 3682.95 -0.105781 0.994389
1638.49 2955.32 3683.91 -0.103234 0.994657
1637.53 2955.22 3684.87 -0.101445 0.994841
1636.58 2955.12 3685.83 -0.100415 0.994946
1635.62 2955.02 3686.79 -0.100145 0.994973
1634.66 2954.93 3687.75 -0.100634 0.994924
1633.71 2954.83 3688.71 -0.101881 0.994797
1632.75 2954.73 3689.68 -0.103632 0.994616
1631.8 2954.63 3690.64 -0.105287 0.994442
1630.84 2954.53 3691.6 -0.106759 0.994285
1629.89 2954.43 3692.56 -0.108049 0.994146
1628.93 2954.33 3693.52 -0.109156 0.994025
1627.98 2954.22 3694.48 -0.11008 0.993923
1627.02 2954.11 3695.44 -0.110822 0.99384
1626.07 2954.01 3696.4 -0.111381 0.993778
1625.12 2953.9 3697.36 -0.111758 0.993735
1624.16 2953.79 3698.32 -0.111953 0.993714
1623.21 2953.69 3699.28 -0.111965 0.993712
1622.25 2953.58 3700.24 -0.111795 0.993731
1621.3 2953.47 3701.2 -0.111493 0.993765
1620.34 2953.36 3702.16 -0.111152 0.993803
1619.39 2953.26 3703.12 -0.110781 0.993845
1618.44 2953.15 3704.08 -0.110382 0.993889
1617.48 2953.05 3705.04 -0.109953 0.993937
1616.53 2952.94 3706 -0.109496 0.993987
1615.57 2952.83 3706.96 -0.109009 0.994041
1614.62 2952.73 3707.92 -0.108493 0.994097
1613.66 2952.63 3708.88 -0.107948 0.994157
1612.71 2952.52 3709.84 -0.107374 0.994219
1611.75 2952.42 3710.8 -0.106771 0.994284
1610.8 2952.32 3711.76 -0.106141 0.994351
1609.84 2952.21 3712.72 -0.105609 0.994408
1608.89 2952.11 3713.68 -0.10536 0.994434
1607.93 2952.01 3714.64 -0.10541 0.994429
1606.98 2951.91 3715.6 -0.105759 0.994392
1606.02 2951.81 3716.56 -0.106407 0.994323
1605.07 2951.71 3717.52 -0.107354 0.994221
1604.11 2951.6 3718.48 -0.108599 0.994086
1603.16 2951.5 3719.44 -0.110143 0.993916
1602.2 2951.39 3720.4 -0.111985 0.99371
1601.25 2951.29 3721.37 -0.114126 0.993466
1600.3 2951.18 3722.33 -0.116564 0.993183
1599.34 2951.06 3723.29 -0.119294 0.992859
1598.39 2950.95 3724.25 -0.122089 0.992519
1597.44 2950.83 3725.21 -0.12468 0.992197
1596.48 2950.71 3726.17 -0.127051 0.991896
1595.53 2950.59 3727.13 -0.129202 0.991618
1594.58 2950.47 3728.09 -0.131133 0.991365
1593.63 2950.34 3729.05 -0.132844 0.991137
1592.68 2950.21 3730.01 -0.134336 0.990936
1591.72 2950.08 3730.97 -0.135609 0.990762
1590.77 2949.95 3731.93 -0.136663 0.990618
1589.82 2949.82 3732.89 -0.137497 0.990502
1588.87 2949.69 3733.85 -0.138113 0.990416
1587.92 2949.56 3734.81 -0.13851 0.990361
1586.97 2949.43 3735.77 -0.138688 0.990336
1586.02 2949.29 3736.73 -0.138647 0.990342
1585.07 2949.16 3737.69 -0.138387 0.990378
1584.11 2949.03 3738.65 -0.137916 0.990444
1583.16 2948.89 3739.61 -0.137347 0.990523
1582.21 2948.76 3740.57 -0.136772 0.990603
1581.26 2948.63 3741.53 -0.136194 0.990682
1580.31 2948.5 3742.49 -0.135613 0.990762
1579.36 2948.37 3743.45 -0.135029 0.990842
1578.41 2948.24 3744.41 -0.134441 0.990922
1577.45 2948.11 3745.37 -0.133851 0.991001
1576.5 2947.98 3746.33 -0.133257 0.991081
1575.55 2947.85 3747.29 -0.13266 0.991162
1574.6 2947.73 3748.25 -0.13206 0.991242
1573.65 2947.6 3749.21 -0.131457 0.991322
1572.69 2947.47 3750.17 -0.130851 0.991402
1571.74 2947.35 3751.14 -0.130241 0.991482
1570.79 2947.22 3752.1 -0.129629 0.991563
1569.84 2947.1 3753.06 -0.129013 0.991643
1568.89 2946.97 3754.02 -0.128409 0.991721
1567.93 2946.85 3754.98 -0.12796 0.991779
1566.98 2946.73 3755.94 -0.127742 0.991807
1566.03 2946.61 3756.9 -0.127755 0.991806
1565.08 2946.48 3757.86 -0.128 0.991774
1564.13 2946.36 3758.82 -0.128477 0.991713
1563.17 2946.24 3759.78 -0.129185 0.991621
1562.22 2946.11 3760.74 -0.130124 0.991498
1561.27 2945.99 3761.7 -0.131295 0.991343
1560.32 2945.86 3762.66 -0.132697 0.991157
1559.37 2945.73 3763.62 -0.134329 0.990937
1558.41 2945.61 3764.58 -0.136193 0.990682
1557.46 2945.47 3765.54 -0.138286 0.990392
1556.51 2945.34 3766.5 -0.140609 0.990065
1555.56 2945.21 3767.46 -0.143161 0.989699
1554.61 2945.07 3768.42 -0.145943 0.989293
1553.66 2944.93 3769.38 -0.148819 0.988864
1552.71 2944.79 3770.34 -0.151039 0.988528
1551.76 2944.64 3771.3 -0.15234 0.988328
1550.81 2944.49 3772.26 -0.152723 0.988269
1549.86 2944.35 3773.23 -0.152189 0.988351
1548.91 2944.2 3774.19 -0.150737 0.988574
1547.96 2944.06 3775.15 -0.148366 0.988933
1547.01 2943.91 3776.11 -0.145074 0.989421
1546.06 2943.77 3777.07 -0.140859 0.99003
1545.1 2943.64 3778.03 -0.135717 0.990748
1544.15 2943.51 3778.99 -0.129646 0.99156
1543.2 2943.38 3779.95 -0.122642 0.992451
1542.25 2943.27 3780.91 -0.114702 0.9934
1541.3 2943.16 3781.87 -0.105823 0.994385
1540.34 2943.05 3782.83 -0.0960034 0.995381
1539.39 2942.96 3783.79 -0.0852417 0.99636
1538.43 2942.88 3784.75 -0.073897 0.997266
1537.47 2942.81 3785.71 -0.0632523 0.997998
1536.52 2942.75 3786.67 -0.0535982 0.998563
1535.56 2942.7 3787.63 -0.0449377 0.99899
1534.6 2942.66 3788.59 -0.0372724 0.999305
1533.64 2942.62 3789.55 -0.0306029 0.999532
1532.68 2942.59 3790.51 -0.0249288 0.999689
1531.72 2942.57 3791.47 -0.0202495 0.999795
1530.76 2942.55 3792.43 -0.0165638 0.999863
1529.8 2942.53 3793.39 -0.0138709 0.999904
1528.84 2942.52 3794.35 -0.0121697 0.999926
1527.88 2942.51 3795.31 -0.0114597 0.999934
1526.92 2942.49 3796.27 -0.0117407 0.999931
1525.95 2942.48 3797.23 -0.0130127 0.999915
1524.99 2942.47 3798.2 -0.015276 0.999883
1524.03 2942.46 3799.16 -0.0182554 0.999833
1523.07 2942.44 3800.12 -0.0211149 0.999777
1522.11 2942.42 3801.08 -0.0236967 0.999719
1521.15 2942.4 3802.04 -0.0260004 0.999662
1520.19 2942.37 3803 -0.0280258 0.999607
1519.23 2942.34 3803.96 -0.0297727 0.999557
1518.27 2942.31 3804.92 -0.0312412 0.999512
1517.31 2942.28 3805.88 -0.0324309 0.999474
1516.35 2942.25 3806.84 -0.033342 0.999444
1515.39 2942.22 3807.8 -0.0339743 0.999423
1514.43 2942.19 3808.76 -0.0343277 0.999411
1513.47 2942.16 3809.72 -0.0344023 0.999408
1512.51 2942.12 3810.68 -0.0341981 0.999415
1511.55 2942.09 3811.64 -0.0337151 0.999431
1510.59 2942.06 3812.6 -0.0329534 0.999457
1509.63 2942.03 3813.56 -0.0320137 0.999487
1508.67 2942 3814.52 -0.0311552 0.999515
1507.72 2941.97 3815.48 -0.030419 0.999537
1506.76 2941.94 3816.44 -0.0298051 0.999556
1505.8 2941.91 3817.4 -0.0293136 0.99957
1504.84 2941.88 3818.36 -0.0289444 0.999581
1503.88 2941.85 3819.32 -0.0286975 0.999588
1502.92 2941.82 3820.28 -0.0285729 0.999592
1501.96 2941.8 3821.24 -0.0285706 0.999592
1501 2941.77 3822.2 -0.0286906 0.999588
1500.04 2941.74 3823.16 -0.0289329 0.999581
1499.08 2941.71 3824.12 -0.0292975 0.999571
1498.12 2941.69 3825.08 -0.0297844 0.999556
1497.16 2941.66 3826.04 -0.0303935 0.999538
1496.2 2941.63 3827.01 -0.0311245 0.999516
1495.24 2941.6 3827.97 -0.0318822 0.999492
