x y s dx dy
2094.38 1406.35 1465.5 0.964557 -0.263873
2094.63 1407.28 1466.46 0.964668 -0.26347
2094.88 1408.21 1467.42 0.964632 -0.263599
2095.14 1409.13 1468.38 0.964451 -0.26426
2095.39 1410.06 1469.34 0.964152 -0.265349
2095.65 1410.98 1470.3 0.963898 -0.266271
2095.9 1411.91 1471.26 0.963747 -0.266819
2096.16 1412.84 1472.22 0.963698 -0.266994
2096.41 1413.76 1473.18 0.963753 -0.266795
2096.67 1414.69 1474.14 0.963912 -0.266222
2096.93 1415.61 1475.1 0.964173 -0.265275
2097.18 1416.54 1476.06 0.964535 -0.263954
2097.43 1417.46 1477.02 0.964986 -0.262302
2097.69 1418.39 1477.98 0.965331 -0.261029
2097.94 1419.32 1478.94 0.965419 -0.260704
2098.19 1420.24 1479.9 0.965246 -0.261345
2098.44 1421.17 1480.86 0.96481 -0.262949
2098.69 1422.1 1481.82 0.964107 -0.265516
2098.94 1423.02 1482.78 0.963129 -0.269042
2099.2 1423.95 1483.74 0.961866 -0.273523
2099.47 1424.87 1484.7 0.96031 -0.278936
2099.73 1425.79 1485.66 0.958885 -0.283794
2100.01 1426.72 1486.63 0.958389 -0.285466
2100.28 1427.64 1487.59 0.958916 -0.283689
2100.55 1428.56 1488.55 0.96045 -0.278453
2100.82 1429.48 1489.51 0.962935 -0.269734
2101.08 1430.41 1490.47 0.96628 -0.257495
2101.33 1431.34 1491.43 0.970353 -0.241693
2101.56 1432.27 1492.39 0.974983 -0.222281
2101.77 1433.2 1493.35 0.979734 -0.200302
2101.96 1434.14 1494.31 0.983603 -0.180349
2102.14 1435.08 1495.27 0.986512 -0.16369
2102.29 1436.03 1496.23 0.988632 -0.150355
2102.44 1436.98 1497.19 0.9901 -0.140361
2102.57 1437.93 1498.15 0.99102 -0.133712
2102.7 1438.88 1499.11 0.99146 -0.13041
2102.83 1439.84 1500.07 0.991455 -0.130453
2102.95 1440.79 1501.03 0.991003 -0.13384
2103.08 1441.74 1501.99 0.990214 -0.139561
2103.22 1442.7 1502.95 0.989457 -0.144825
2103.36 1443.65 1503.92 0.988814 -0.149156
2103.5 1444.6 1504.88 0.988295 -0.152553
2103.65 1445.55 1505.84 0.987912 -0.155017
2103.79 1446.49 1506.8 0.98767 -0.156547
2103.94 1447.44 1507.76 0.987576 -0.157145
2104.1 1448.39 1508.72 0.987629 -0.156809
2104.25 1449.34 1509.68 0.987829 -0.155545
2104.4 1450.29 1510.64 0.988104 -0.153786
2104.54 1451.23 1511.6 0.98833 -0.152329
2104.69 1452.18 1512.56 0.988494 -0.15126
2104.83 1453.13 1513.52 0.988598 -0.150579
2104.98 1454.08 1514.48 0.988643 -0.150286
2105.12 1455.03 1515.44 0.988628 -0.15038
2105.27 1455.98 1516.4 0.988555 -0.150862
2105.41 1456.93 1517.36 0.988422 -0.151732
2105.56 1457.88 1518.32 0.98823 -0.152977
2105.71 1458.83 1519.28 0.988044 -0.15417
2105.85 1459.78 1520.24 0.987949 -0.154778
2106 1460.73 1521.2 0.987951 -0.154769
2106.15 1461.68 1522.16 0.988049 -0.154143
2106.3 1462.62 1523.12 0.988242 -0.152899
2106.45 1463.57 1524.08 0.988528 -0.151037
2106.59 1464.52 1525.04 0.988904 -0.148557
2106.73 1465.47 1526 0.989365 -0.145457
2106.87 1466.42 1526.96 0.989899 -0.141772
2107.01 1467.37 1527.92 0.990415 -0.138124
2107.14 1468.32 1528.88 0.99084 -0.135042
2107.27 1469.28 1529.84 0.991177 -0.132543
2107.4 1470.23 1530.8 0.991431 -0.130628
2107.52 1471.18 1531.76 0.991606 -0.129297
2107.65 1472.13 1532.72 0.991703 -0.128551
2107.77 1473.08 1533.68 0.991724 -0.12839
2107.9 1474.04 1534.64 0.991669 -0.128814
2108.02 1474.99 1535.6 0.991557 -0.12967
2108.14 1475.94 1536.57 0.991446 -0.13052
2108.27 1476.89 1537.53 0.991345 -0.131283
2108.39 1477.85 1538.49 0.991255 -0.131961
2108.52 1478.8 1539.45 0.991176 -0.132553
2108.65 1479.75 1540.41 0.991108 -0.133059
2108.78 1480.7 1541.37 0.991052 -0.133479
2108.9 1481.65 1542.33 0.991007 -0.133813
2109.03 1482.6 1543.29 0.990974 -0.134054
2109.16 1483.56 1544.25 0.990966 -0.134114
2109.29 1484.51 1545.21 0.99099 -0.133934
2109.42 1485.46 1546.17 0.991047 -0.133513
2109.55 1486.41 1547.13 0.991136 -0.13285
2109.68 1487.36 1548.09 0.991257 -0.131946
2109.8 1488.31 1549.05 0.991409 -0.130801
2109.93 1489.27 1550.01 0.991591 -0.129415
2110.05 1490.22 1550.97 0.991801 -0.127788
2110.17 1491.17 1551.93 0.991993 -0.126289
2110.3 1492.12 1552.89 0.992064 -0.125731
2110.42 1493.08 1553.85 0.992002 -0.126224
2110.54 1494.03 1554.81 0.991804 -0.127768
2110.66 1494.98 1555.77 0.991466 -0.130362
2110.79 1495.93 1556.73 0.99098 -0.134007
2110.91 1496.89 1557.69 0.990334 -0.1387
2111.05 1497.84 1558.65 0.989514 -0.14444
2111.19 1498.79 1559.61 0.98852 -0.151091
2111.33 1499.74 1560.57 0.987521 -0.15749
2111.48 1500.68 1561.53 0.98662 -0.163036
2111.64 1501.63 1562.49 0.985833 -0.167728
2111.8 1502.58 1563.45 0.985173 -0.171567
2111.96 1503.52 1564.41 0.984648 -0.174554
2112.13 1504.47 1565.37 0.984266 -0.176692
2112.3 1505.41 1566.33 0.984034 -0.177981
2112.47 1506.36 1567.29 0.983954 -0.178423
2112.64 1507.3 1568.26 0.984027 -0.178018
2112.82 1508.25 1569.22 0.984253 -0.176767
2112.99 1509.2 1570.18 0.984571 -0.174986
2113.15 1510.14 1571.14 0.984858 -0.173361
2113.32 1511.09 1572.1 0.9851 -0.171984
2113.48 1512.03 1573.06 0.985297 -0.170853
2113.65 1512.98 1574.02 0.985449 -0.169969
2113.81 1513.93 1574.98 0.985559 -0.169333
2113.97 1514.87 1575.94 0.985626 -0.168944
2114.14 1515.82 1576.9 0.98565 -0.168802
2114.3 1516.76 1577.86 0.985632 -0.168908
2114.46 1517.71 1578.82 0.985571 -0.169261
2114.62 1518.66 1579.78 0.985471 -0.169841
2114.79 1519.6 1580.74 0.985371 -0.170425
2114.95 1520.55 1581.7 0.985293 -0.170871
2115.11 1521.5 1582.66 0.98524 -0.171177
2115.28 1522.44 1583.62 0.985212 -0.171342
2115.44 1523.39 1584.58 0.985207 -0.171367
2115.61 1524.33 1585.54 0.985227 -0.171251
2115.77 1525.28 1586.5 0.985272 -0.170994
2115.94 1526.23 1587.46 0.985341 -0.170598
2116.1 1527.17 1588.42 0.985434 -0.170061
2116.26 1528.12 1589.38 0.98555 -0.169383
2116.43 1529.07 1590.34 0.985672 -0.168676
2116.59 1530.01 1591.3 0.985747 -0.168234
2116.75 1530.96 1592.26 0.985769 -0.168107
2116.91 1531.91 1593.22 0.985737 -0.168294
2117.07 1532.85 1594.18 0.985651 -0.168796
2117.24 1533.8 1595.14 0.985511 -0.169612
2117.4 1534.75 1596.1 0.985316 -0.170743
2117.56 1535.69 1597.06 0.985064 -0.172188
2117.73 1536.64 1598.03 0.984755 -0.173947
2117.89 1537.58 1598.99 0.984387 -0.17602
2118.06 1538.53 1599.95 0.983961 -0.178385
2118.23 1539.47 1600.91 0.983532 -0.180733
2118.41 1540.42 1601.87 0.983146 -0.182824
2118.58 1541.36 1602.83 0.982804 -0.184652
2118.76 1542.31 1603.79 0.982509 -0.186217
2118.94 1543.25 1604.75 0.982261 -0.18752
2119.12 1544.19 1605.71 0.982062 -0.188561
2119.3 1545.14 1606.67 0.981912 -0.18934
2119.48 1546.08 1607.63 0.981812 -0.189857
2119.67 1547.02 1608.59 0.981762 -0.190112
2119.85 1547.96 1609.55 0.981764 -0.190105
2120.03 1548.91 1610.51 0.981816 -0.189837
2120.21 1549.85 1611.47 0.981916 -0.189315
2120.39 1550.79 1612.43 0.982035 -0.188699
2120.58 1551.74 1613.39 0.982142 -0.188141
2120.76 1552.68 1614.35 0.982237 -0.187646
2120.94 1553.62 1615.31 0.982319 -0.187215
2121.12 1554.57 1616.27 0.982389 -0.186848
2121.3 1555.51 1617.23 0.982447 -0.186545
2121.48 1556.45 1618.19 0.982492 -0.186305
2121.65 1557.4 1619.15 0.982525 -0.186129
2121.83 1558.34 1620.11 0.982547 -0.186016
2122.01 1559.28 1621.07 0.982556 -0.185968
2122.19 1560.23 1622.03 0.982553 -0.185983
2122.37 1561.17 1622.99 0.982538 -0.186061
2122.55 1562.11 1623.95 0.982516 -0.186177
2122.73 1563.06 1624.91 0.982493 -0.186301
2122.9 1564 1625.87 0.982468 -0.186433
2123.08 1564.94 1626.83 0.982441 -0.186571
2123.26 1565.89 1627.79 0.982414 -0.186716
2123.44 1566.83 1628.75 0.982385 -0.186868
2123.62 1567.77 1629.72 0.982355 -0.187028
2123.8 1568.72 1630.68 0.982323 -0.187194
2123.98 1569.66 1631.64 0.98229 -0.187367
2124.16 1570.6 1632.6 0.982256 -0.187547
2124.34 1571.55 1633.56 0.98222 -0.187734
2124.52 1572.49 1634.52 0.982183 -0.187927
2124.7 1573.43 1635.48 0.982152 -0.188088
2124.88 1574.38 1636.44 0.982138 -0.188161
2125.06 1575.32 1637.4 0.982142 -0.188142
2125.24 1576.26 1638.36 0.982163 -0.188032
2125.42 1577.21 1639.32 0.982202 -0.18783
2125.6 1578.15 1640.28 0.982258 -0.187536
2125.79 1579.09 1641.24 0.982331 -0.187151
2125.96 1580.04 1642.2 0.982422 -0.186674
2126.14 1580.98 1643.16 0.98253 -0.186106
2126.32 1581.92 1644.12 0.982655 -0.185445
2126.5 1582.87 1645.08 0.982796 -0.184693
2126.68 1583.81 1646.04 0.982954 -0.18385
2126.85 1584.76 1647 0.983118 -0.182975
2127.03 1585.7 1647.96 0.983267 -0.182168
2127.21 1586.64 1648.92 0.983402 -0.181441
2127.38 1587.59 1649.88 0.983521 -0.180794
2127.55 1588.53 1650.84 0.983625 -0.180225
2127.73 1589.48 1651.8 0.983715 -0.179736
2127.9 1590.42 1652.76 0.98379 -0.179326
2128.07 1591.37 1653.72 0.98385 -0.178995
2128.24 1592.31 1654.68 0.983896 -0.178744
2128.41 1593.26 1655.64 0.983927 -0.178573
2128.59 1594.2 1656.6 0.983943 -0.17848
2128.76 1595.15 1657.56 0.983946 -0.178467
2128.93 1596.09 1658.52 0.983934 -0.178534
2129.1 1597.04 1659.48 0.983909 -0.178673
2129.27 1597.98 1660.44 0.983878 -0.178838
2129.44 1598.92 1661.41 0.983847 -0.179013
2129.62 1599.87 1662.37 0.983813 -0.179196
2129.79 1600.81 1663.33 0.983778 -0.179388
2129.96 1601.76 1664.29 0.983742 -0.179589
2130.13 1602.7 1665.25 0.983703 -0.179798
2130.31 1603.65 1666.21 0.983664 -0.180017
2130.48 1604.59 1667.17 0.983622 -0.180244
2130.65 1605.54 1668.13 0.983579 -0.18048
2130.82 1606.48 1669.09 0.983534 -0.180724
2131 1607.43 1670.05 0.983487 -0.180977
2131.17 1608.37 1671.01 0.983439 -0.18124
2131.35 1609.32 1671.97 0.983389 -0.181509
2131.52 1610.26 1672.93 0.983347 -0.181736
2131.69 1611.2 1673.89 0.983326 -0.181853
2131.87 1612.15 1674.85 0.983325 -0.181855
2132.04 1613.09 1675.81 0.983346 -0.181743
2132.22 1614.04 1676.77 0.983388 -0.181517
2132.39 1614.98 1677.73 0.983451 -0.181176
2132.57 1615.93 1678.69 0.983535 -0.18072
2132.74 1616.87 1679.65 0.983639 -0.18015
2132.91 1617.81 1680.61 0.983764 -0.179466
2133.09 1618.76 1681.57 0.98391 -0.178667
2133.26 1619.7 1682.53 0.984075 -0.177754
2133.43 1620.65 1683.49 0.98426 -0.176725
2133.6 1621.59 1684.45 0.984465 -0.175583
2133.77 1622.54 1685.41 0.984674 -0.174404
2133.93 1623.49 1686.37 0.984823 -0.173563
2134.1 1624.43 1687.33 0.984892 -0.173171
2134.27 1625.38 1688.29 0.984882 -0.173229
2134.43 1626.32 1689.25 0.984792 -0.173737
2134.6 1627.27 1690.21 0.984623 -0.174694
2134.77 1628.22 1691.18 0.984372 -0.1761
2134.94 1629.16 1692.14 0.984039 -0.177955
2135.11 1630.11 1693.1 0.983619 -0.180258
2135.28 1631.05 1694.06 0.983111 -0.18301
2135.46 1631.99 1695.02 0.98251 -0.186209
2135.64 1632.94 1695.98 0.981812 -0.189856
2135.82 1633.88 1696.94 0.981012 -0.193948
2136 1634.82 1697.9 0.980107 -0.198471
2136.19 1635.76 1698.86 0.979159 -0.203097
2136.39 1636.7 1699.82 0.978237 -0.207489
2136.59 1637.64 1700.78 0.977349 -0.211633
2136.79 1638.58 1701.74 0.976497 -0.215529
2137 1639.52 1702.7 0.975685 -0.219178
2137.21 1640.45 1703.66 0.974914 -0.222581
2137.42 1641.39 1704.62 0.974188 -0.225738
2137.64 1642.33 1705.58 0.973509 -0.228649
2137.86 1643.26 1706.54 0.972879 -0.231316
2138.08 1644.19 1707.5 0.9723 -0.233737
2138.31 1645.13 1708.46 0.971774 -0.235915
2138.53 1646.06 1709.42 0.971302 -0.23785
2138.76 1646.99 1710.38 0.970886 -0.239541
2138.99 1647.93 1711.34 0.970528 -0.24099
2139.22 1648.86 1712.3 0.970227 -0.242196
2139.45 1649.79 1713.26 0.969986 -0.24316
2139.69 1650.72 1714.22 0.969805 -0.243883
2139.92 1651.65 1715.18 0.969684 -0.244364
2140.16 1652.59 1716.14 0.969623 -0.244603
2140.39 1653.52 1717.1 0.969624 -0.244601
2140.63 1654.45 1718.06 0.969685 -0.244357
2140.86 1655.38 1719.02 0.969807 -0.243872
2141.1 1656.31 1719.98 0.96999 -0.243145
2141.33 1657.24 1720.95 0.970232 -0.242177
2141.56 1658.18 1721.91 0.97051 -0.241061
2141.79 1659.11 1722.87 0.970781 -0.239969
2142.02 1660.04 1723.83 0.97104 -0.238918
2142.25 1660.97 1724.79 0.971288 -0.237908
2142.48 1661.91 1725.75 0.971524 -0.236941
2142.71 1662.84 1726.71 0.971749 -0.236016
2142.94 1663.77 1727.67 0.971963 -0.235132
2143.16 1664.71 1728.63 0.972167 -0.23429
2143.39 1665.64 1729.59 0.972359 -0.233491
2143.61 1666.57 1730.55 0.972541 -0.232733
2143.84 1667.51 1731.51 0.972712 -0.232017
2144.06 1668.44 1732.47 0.972872 -0.231344
2144.28 1669.38 1733.43 0.973022 -0.230712
2144.5 1670.31 1734.39 0.973162 -0.230123
2144.72 1671.24 1735.35 0.973291 -0.229575
2144.94 1672.18 1736.31 0.97341 -0.22907
2145.16 1673.11 1737.27 0.973519 -0.228607
2145.38 1674.05 1738.23 0.973617 -0.228186
2145.6 1674.98 1739.19 0.973706 -0.227808
2145.82 1675.92 1740.15 0.973785 -0.227471
2146.04 1676.85 1741.11 0.973853 -0.227177
2146.26 1677.79 1742.07 0.973912 -0.226925
2146.48 1678.72 1743.03 0.973961 -0.226716
2146.69 1679.66 1743.99 0.974 -0.226548
2146.91 1680.59 1744.95 0.974028 -0.226429
2147.13 1681.53 1745.91 0.974039 -0.226379
2147.35 1682.46 1746.87 0.974034 -0.226403
2147.56 1683.4 1747.83 0.974011 -0.226501
2147.78 1684.34 1748.79 0.973971 -0.226672
2148 1685.27 1749.75 0.973914 -0.226917
2148.22 1686.21 1750.71 0.97384 -0.227236
2148.43 1687.14 1751.67 0.973748 -0.227629
2148.65 1688.08 1752.63 0.973639 -0.228095
2148.87 1689.01 1753.59 0.973512 -0.228635
2149.09 1689.94 1754.56 0.973368 -0.229249
2149.31 1690.88 1755.52 0.973206 -0.229936
2149.53 1691.81 1756.48 0.973026 -0.230696
2149.75 1692.75 1757.44 0.972828 -0.231531
2149.98 1693.68 1758.4 0.972611 -0.232438
2150.2 1694.62 1759.36 0.972376 -0.233419
2150.42 1695.55 1760.32 0.972123 -0.234473
2150.65 1696.48 1761.28 0.97185 -0.235601
2150.87 1697.42 1762.24 0.971558 -0.236802
2151.1 1698.35 1763.2 0.971247 -0.238075
2151.33 1699.28 1764.16 0.970916 -0.239422
2151.56 1700.22 1765.12 0.970565 -0.240841
2151.79 1701.15 1766.08 0.970193 -0.242333
2152.02 1702.08 1767.04 0.969801 -0.243898
2152.26 1703.01 1768 0.969397 -0.245496
2152.49 1703.94 1768.96 0.969049 -0.246869
2152.73 1704.87 1769.92 0.968784 -0.247905
2152.97 1705.81 1770.88 0.968604 -0.248607
2153.21 1706.74 1771.84 0.96851 -0.248973
2153.45 1707.67 1772.81 0.968502 -0.249005
2153.69 1708.6 1773.77 0.96858 -0.248702
2153.93 1709.53 1774.73 0.968744 -0.248064
2154.17 1710.46 1775.69 0.968992 -0.24709
2154.4 1711.39 1776.65 0.969325 -0.245781
2154.64 1712.32 1777.61 0.969741 -0.244137
2154.87 1713.25 1778.57 0.970238 -0.242155
2155.11 1714.19 1779.53 0.970813 -0.239836
2155.34 1715.12 1780.49 0.971466 -0.237179
2155.56 1716.05 1781.45 0.972192 -0.234184
2155.79 1716.99 1782.41 0.97299 -0.230848
2156.01 1717.92 1783.37 0.973855 -0.227172
2156.23 1718.85 1784.33 0.974783 -0.223154
2156.44 1719.79 1785.29 0.975771 -0.218793
2156.65 1720.73 1786.25 0.976814 -0.214089
2156.86 1721.66 1787.21 0.977907 -0.20904
2157.06 1722.6 1788.17 0.979045 -0.203646
2157.25 1723.54 1789.13 0.980221 -0.197905
2157.44 1724.48 1790.09 0.981431 -0.191817
2157.63 1725.43 1791.05 0.982659 -0.185423
2157.81 1726.37 1792.01 0.98379 -0.179325
2157.98 1727.31 1792.97 0.984748 -0.173984
2158.15 1728.26 1793.93 0.985545 -0.169416
2158.31 1729.21 1794.89 0.98619 -0.165621
2158.47 1730.15 1795.85 0.986692 -0.1626
2158.62 1731.1 1796.81 0.987059 -0.160355
2158.78 1732.05 1797.77 0.987297 -0.158885
2158.93 1733 1798.73 0.987408 -0.158192
2159.08 1733.94 1799.7 0.987395 -0.158274
2159.23 1734.89 1800.66 0.987257 -0.159133
2159.39 1735.84 1801.62 0.987004 -0.160696
2159.54 1736.79 1802.58 0.986734 -0.162344
2159.7 1737.74 1803.54 0.9865 -0.16376
2159.85 1738.68 1804.5 0.986303 -0.164941
2160.01 1739.63 1805.46 0.986144 -0.16589
2160.17 1740.58 1806.42 0.986024 -0.166604
2160.33 1741.53 1807.38 0.985943 -0.167084
2160.49 1742.47 1808.34 0.985901 -0.167331
2160.65 1743.42 1809.3 0.985898 -0.167344
2160.81 1744.37 1810.26 0.985936 -0.167124
2160.97 1745.31 1811.22 0.986013 -0.16667
2161.13 1746.26 1812.18 0.986121 -0.16603
2161.29 1747.21 1813.14 0.986216 -0.165464
2161.45 1748.15 1814.1 0.986284 -0.165056
2161.61 1749.1 1815.06 0.986326 -0.164808
2161.77 1750.05 1816.02 0.986341 -0.164719
2161.93 1750.99 1816.98 0.986329 -0.164789
2162.09 1751.94 1817.94 0.986291 -0.165018
2162.24 1752.89 1818.9 0.986225 -0.165407
2162.4 1753.84 1819.86 0.986133 -0.165954
2162.56 1754.78 1820.82 0.986014 -0.166661
2162.72 1755.73 1821.78 0.985868 -0.167526
2162.88 1756.68 1822.74 0.985712 -0.168441
2163.05 1757.62 1823.7 0.985611 -0.169032
2163.21 1758.57 1824.66 0.985578 -0.16922
2163.37 1759.52 1825.62 0.985615 -0.169006
2163.53 1760.46 1826.58 0.985721 -0.16839
2163.69 1761.41 1827.54 0.985894 -0.16737
2163.86 1762.36 1828.5 0.986135 -0.165947
2164.01 1763.3 1829.47 0.98644 -0.164121
2164.17 1764.25 1830.43 0.986809 -0.161892
2164.33 1765.2 1831.39 0.987237 -0.159258
2164.48 1766.15 1832.35 0.987722 -0.15622
2164.63 1767.09 1833.31 0.988225 -0.153007
2164.78 1768.04 1834.27 0.988668 -0.150122
2164.92 1768.99 1835.23 0.989043 -0.147631
2165.06 1769.94 1836.19 0.989353 -0.145535
2165.2 1770.89 1837.15 0.989602 -0.143835
2165.34 1771.84 1838.11 0.98979 -0.142531
2165.48 1772.79 1839.07 0.989921 -0.141623
2165.61 1773.74 1840.03 0.989994 -0.141112
2165.75 1774.69 1840.99 0.99001 -0.140996
2165.89 1775.65 1841.95 0.98997 -0.141277
2166.02 1776.6 1842.91 0.989874 -0.141948
2166.16 1777.55 1843.87 0.989752 -0.142794
2166.29 1778.5 1844.83 0.989643 -0.143548
2166.43 1779.45 1845.79 0.98955 -0.144193
2166.57 1780.4 1846.75 0.989471 -0.144729
2166.71 1781.35 1847.71 0.989409 -0.145157
2166.85 1782.3 1848.67 0.989362 -0.145475
2166.99 1783.25 1849.63 0.989331 -0.145685
2167.13 1784.2 1850.59 0.989316 -0.145786
2167.27 1785.15 1851.55 0.989317 -0.145779
2167.41 1786.1 1852.51 0.989334 -0.145663
2167.55 1787.05 1853.47 0.989367 -0.145444
2167.69 1788 1854.43 0.989402 -0.145204
2167.83 1788.95 1855.39 0.989431 -0.145002
2167.97 1789.9 1856.35 0.989455 -0.144839
2168.11 1790.85 1857.31 0.989473 -0.144715
2168.24 1791.8 1858.27 0.989486 -0.144629
2168.38 1792.75 1859.23 0.989493 -0.144582
2168.52 1793.7 1860.19 0.989494 -0.144574
2168.66 1794.65 1861.15 0.98949 -0.144605
2168.8 1795.6 1862.12 0.989479 -0.144674
2168.94 1796.55 1863.08 0.989464 -0.144782
2169.08 1797.5 1864.04 0.989443 -0.144921
2169.22 1798.45 1865 0.989427 -0.145035
2169.36 1799.4 1865.96 0.989417 -0.145102
2169.5 1800.35 1866.92 0.989414 -0.145123
2169.64 1801.3 1867.88 0.989417 -0.145098
2169.77 1802.25 1868.84 0.989428 -0.145027
2169.91 1803.2 1869.8 0.989445 -0.144909
2170.05 1804.15 1870.76 0.989469 -0.144745
2170.19 1805.1 1871.72 0.9895 -0.144534
2170.33 1806.05 1872.68 0.989537 -0.144277
2170.47 1807 1873.64 0.989581 -0.143974
2170.61 1807.95 1874.6 0.989629 -0.143644
2170.75 1808.9 1875.56 0.989672 -0.14335
2170.88 1809.85 1876.52 0.989707 -0.143108
2171.02 1810.8 1877.48 0.989735 -0.142916
2171.16 1811.75 1878.44 0.989755 -0.142775
2171.29 1812.7 1879.4 0.989768 -0.142686
2171.43 1813.65 1880.36 0.989774 -0.142647
2171.57 1814.61 1881.32 0.989772 -0.142659
2171.71 1815.56 1882.28 0.989763 -0.142722
2171.84 1816.51 1883.24 0.989746 -0.142836
2171.98 1817.46 1884.2 0.989723 -0.143001
2172.12 1818.41 1885.16 0.989691 -0.143216
2172.26 1819.36 1886.12 0.989658 -0.143444
2172.39 1820.31 1887.08 0.989635 -0.143604
2172.53 1821.26 1888.04 0.989623 -0.143685
2172.67 1822.21 1889 0.989623 -0.143688
2172.81 1823.16 1889.96 0.989634 -0.143612
2172.94 1824.11 1890.92 0.989657 -0.143457
2173.08 1825.06 1891.88 0.98969 -0.143224
2173.22 1826.01 1892.84 0.989735 -0.142911
2173.36 1826.96 1893.81 0.989792 -0.142521
2173.49 1827.91 1894.77 0.989859 -0.142051
2173.63 1828.86 1895.73 0.989938 -0.141503
2173.77 1829.81 1896.69 0.990027 -0.14088
2173.9 1830.76 1897.65 0.990106 -0.140318
2174.04 1831.71 1898.61 0.99015 -0.140007
2174.17 1832.66 1899.57 0.990157 -0.13996
2174.31 1833.62 1900.53 0.990127 -0.140176
2174.44 1834.57 1901.49 0.990058 -0.140656
2174.57 1835.52 1902.45 0.989953 -0.1414
2174.71 1836.47 1903.41 0.989808 -0.142408
2174.85 1837.42 1904.37 0.989624 -0.143679
2174.99 1838.37 1905.33 0.9894 -0.145213
2175.12 1839.32 1906.29 0.989135 -0.147009
2175.27 1840.27 1907.25 0.988827 -0.149069
2175.41 1841.22 1908.21 0.988479 -0.151357
2175.55 1842.17 1909.17 0.988188 -0.153247
2175.7 1843.12 1910.13 0.988042 -0.154183
2175.85 1844.07 1911.09 0.988048 -0.154144
2176 1845.02 1912.05 0.988206 -0.153133
2176.15 1845.96 1913.01 0.988511 -0.151146
2176.29 1846.91 1913.97 0.98896 -0.148184
2176.43 1847.86 1914.93 0.989542 -0.144245
2176.57 1848.81 1915.89 0.990247 -0.139326
2176.7 1849.76 1916.85 0.991059 -0.133425
2176.83 1850.72 1917.81 0.991962 -0.126539
2176.95 1851.67 1918.77 0.992934 -0.118666
2177.07 1852.62 1919.73 0.993939 -0.109936
2177.17 1853.58 1920.69 0.994819 -0.101664
2177.27 1854.53 1921.65 0.995514 -0.0946118
2177.36 1855.49 1922.61 0.99605 -0.0887925
2177.45 1856.44 1923.57 0.996448 -0.0842073
2177.53 1857.4 1924.53 0.996726 -0.080857
2177.61 1858.36 1925.5 0.996895 -0.0787419
2177.68 1859.32 1926.46 0.996964 -0.0778621
2177.76 1860.27 1927.42 0.996936 -0.0782177
2177.83 1861.23 1928.38 0.996812 -0.0797888
2177.91 1862.19 1929.34 0.996638 -0.0819299
2177.99 1863.15 1930.3 0.996477 -0.0838684
2178.07 1864.1 1931.26 0.996333 -0.0855588
2178.15 1865.06 1932.22 0.996208 -0.0870013
2178.23 1866.02 1933.18 0.996103 -0.0881957
2178.32 1866.97 1934.14 0.996019 -0.0891421
2178.4 1867.93 1935.1 0.995956 -0.0898406
2178.49 1868.88 1936.06 0.995915 -0.0902911
2178.58 1869.84 1937.02 0.995897 -0.0904937
2178.66 1870.8 1937.98 0.995901 -0.0904496
2178.75 1871.75 1938.94 0.995927 -0.0901617
2178.84 1872.71 1939.9 0.995975 -0.0896304
2178.92 1873.67 1940.86 0.996045 -0.0888557
2179.01 1874.62 1941.82 0.996135 -0.0878377
2179.09 1875.58 1942.78 0.996245 -0.0865762
2179.18 1876.54 1943.74 0.996375 -0.0850713
2179.26 1877.49 1944.7 0.996523 -0.0833229
2179.34 1878.45 1945.66 0.996687 -0.0813309
2179.42 1879.41 1946.62 0.996854 -0.0792602
2179.49 1880.36 1947.58 0.996948 -0.0780669
2179.57 1881.32 1948.54 0.996946 -0.0780948
2179.64 1882.28 1949.5 0.996847 -0.0793445
2179.72 1883.24 1950.46 0.996647 -0.0818158
2179.8 1884.19 1951.43 0.996337 -0.0855086
2179.88 1885.15 1952.39 0.995904 -0.0904221
2179.97 1886.11 1953.35 0.995328 -0.0965551
2180.06 1887.06 1954.31 0.994587 -0.103906
2180.16 1888.02 1955.27 0.993667 -0.112369
2180.27 1888.97 1956.23 0.992721 -0.120436
2180.38 1889.93 1957.19 0.991909 -0.126949
2180.5 1890.88 1958.15 0.991266 -0.131881
2180.63 1891.83 1959.11 0.990813 -0.135237
2180.76 1892.78 1960.07 0.990568 -0.137019
2180.89 1893.73 1961.03 0.990539 -0.137229
2181.02 1894.68 1961.99 0.990727 -0.135871
2181.15 1895.64 1962.95 0.99104 -0.133567
2181.28 1896.59 1963.91 0.991299 -0.131628
2181.41 1897.54 1964.87 0.991485 -0.130219
2181.53 1898.49 1965.83 0.9916 -0.129342
2181.66 1899.44 1966.79 0.991645 -0.128997
2181.78 1900.4 1967.75 0.991621 -0.129183
2181.91 1901.35 1968.71 0.991527 -0.1299
2182.03 1902.3 1969.67 0.991377 -0.131041
2182.16 1903.25 1970.63 0.991262 -0.131907
2182.28 1904.2 1971.59 0.99122 -0.132222
2182.41 1905.16 1972.55 0.991252 -0.131985
2182.54 1906.11 1973.51 0.991356 -0.131197
2182.66 1907.06 1974.47 0.991533 -0.129856
2182.79 1908.01 1975.43 0.991779 -0.127964
2182.91 1908.96 1976.39 0.992087 -0.125556
2183.03 1909.92 1977.35 0.992326 -0.123651
2183.15 1910.87 1978.31 0.992361 -0.123365
2183.27 1911.82 1979.27 0.992187 -0.124756
2183.39 1912.78 1980.23 0.991797 -0.127824
2183.51 1913.73 1981.2 0.991174 -0.132567
